,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,GlobalSales,Global_Sales,player_demographic
8631,8791,Kidou Senkan Nadesico,SAT,1997-01-01,Strategy,Sega,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8632,8792,Tears to Tiara II: Heir of the Overlord,PS3,2013-01-01,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15,0.0016922519037833,General
8633,8793,Frogger's Adventures: The Rescue,GC,2003-01-01,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,General
8634,8794,The Incredibles: Rise of the Underminer,DS,2005-01-01,Action,THQ,0.13,0.01,0.0,0.01,0.15,0.0016922519037833,Hardcore
8635,8795,Darksiders,PC,2010-01-01,Action,THQ,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,Hardcore
8636,8796,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009-01-01,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15,0.0016922519037833,Hardcore
8637,8797,Countdown: The Game,DS,2009-01-01,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15,0.0016922519037833,Casual
8638,8798,Active Life Explorer,Wii,2010-01-01,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8639,8799,MLB Power Pros 2008,PS2,2008-01-01,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,0.0016922519037833,General
8640,8800,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005-01-01,Adventure,THQ,0.11,0.04,0.0,0.0,0.15,0.0016922519037833,Casual
8641,8801,Theatrhythm Dragon Quest,3DS,2015-01-01,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8642,8802,Major League Baseball 2K10,DS,2010-01-01,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8643,8803,Naruto: Powerful Shippuden,3DS,2012-01-01,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,0.0016922519037833,General
8644,8804,Disney's The Lion King: Simba's Mighty Adventure,PS,2000-01-01,Action,Activision,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,Hardcore
8645,8805,Family Party: Fitness Fun,Wii,2010-01-01,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8646,8806,Thor: God of Thunder,PS3,2011-01-01,Action,Sega,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,Hardcore
8647,8807,Fantastic Four: Rise of the Silver Surfer,PS3,2007-01-01,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,0.0016922519037833,Hardcore
8648,8808,Metal Slug Anthology,Wii,2006-01-01,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15,0.0016922519037833,Hardcore
8649,8809,GoldenEye 007 (2010),DS,2010-01-01,Action,Activision,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,Hardcore
8650,8810,Jikkyou Powerful Pro Yakyuu 2012,PSP,2012-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8651,8811,All Japan Pro Wrestling featuring Virtua,SAT,1997-01-01,Fighting,Sega,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8652,8812,Rudra no Hihou,SNES,1996-01-01,Role-Playing,SquareSoft,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8653,8813,Gundam Breaker 2,PSV,2014-01-01,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8654,8814,Prince of Persia: The Sands of Time,GBA,2003-01-01,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,0.0016922519037833,Hardcore
8655,8815,Cake Mania: In The Mix!,Wii,2008-01-01,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,Casual
8656,8816,Zoids: Battle Legends,GC,2003-01-01,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8657,8817,World Series Baseball 2K3,XB,2003-01-01,Sports,Sega,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8658,8818,Serious Sam,XB,2002-01-01,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,Hardcore
8659,8819,Kowloon's Gate,PS,1997-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,0.0016922519037833,Casual
8660,8820,Killer7,GC,2005-01-01,Action,Capcom,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8661,8821,Kingdom of Paradise,PSP,2005-01-01,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8662,8822,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010-01-01,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.15,0.0016922519037833,Casual
8663,8823,NBA Street Homecourt,PS3,2007-01-01,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15,0.0016922519037833,General
8664,8824,The Sims Medieval: Pirates and Nobles,PC,2011-01-01,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,0.0016922519037833,General
8665,8825,The Cursed Crusade,X360,2011-01-01,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,0.0016922519037833,Hardcore
8666,8826,Super Monkey Ball Adventure,GC,2006-01-01,Platform,Sega,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,General
8667,8827,Kids Learn Math: A+ Edition,DS,2011-01-01,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8668,8828,FIFA Soccer 2002,PS,2001-01-01,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,General
8669,8829,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010-01-01,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8670,8830,Street Fighter Anniversary Collection,XB,2004-01-01,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8671,8831,Final Fantasy XI: Vana'diel Collection 2008,X360,2007-01-01,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,0.0016922519037833,General
8672,8832,Suzumiya Haruhi no Yakusoku,PSP,2007-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Casual
8673,8833,Shadow Ops: Red Mercury,XB,2004-01-01,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,Hardcore
8674,8834,Indigo Prophecy,PS2,2005-01-01,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,Casual
8675,8835,Mind Zero,PSV,2013-01-01,Role-Playing,GungHo,0.08,0.0,0.04,0.02,0.15,0.0016922519037833,General
8676,8836,World League Soccer,SNES,1991-01-01,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8677,8837,NBA ShootOut 2001,PS2,2001-01-01,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,General
8678,8838,Earth Defense Force 2025,X360,2013-01-01,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15,0.0016922519037833,Hardcore
8679,8839,Spider-Man: Friend or Foe,Wii,2007-01-01,Action,Activision,0.13,0.01,0.0,0.01,0.15,0.0016922519037833,Hardcore
8680,8840,Ultimate Board Game Collection,Wii,2007-01-01,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8681,8841,Syndicate,PS3,2012-01-01,Shooter,EA Games,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,Hardcore
8682,8842,Samurai Shodown Anthology,PS2,2008-01-01,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,General
8683,8843,NBA 09: The Inside,PS3,2008-01-01,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8684,8844,Musashi: Samurai Legend,PS2,2005-01-01,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,General
8685,8845,Saint Seiya: Soldiers' Soul,PS4,2015-01-01,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15,0.0016922519037833,General
8686,8846,Terraria,PC,2011-01-01,Action,Unknown,0.0,0.13,0.0,0.02,0.15,0.0016922519037833,Hardcore
8687,8847,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013-01-01,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,0.0016922519037833,Hardcore
8688,8848,3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015-01-01,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8689,8849,Fantasia: Music Evolved,XOne,2014-01-01,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8690,8851,F1 2001,PS2,2001-01-01,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,All Ages
8691,8852,The Legend of Heroes: Trails of Cold Steel II,PSV,2014-01-01,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15,0.0016922519037833,General
8692,8853,Top Gun: Combat Zones,GC,2002-01-01,Simulation,Titus,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,General
8693,8854,J-League Victory Goal,SAT,1995-01-01,Sports,Sega,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8694,8855,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010-01-01,Action,Activision,0.09,0.04,0.0,0.03,0.15,0.0016922519037833,Hardcore
8695,8856,Oreshika: Tainted Bloodlines,PSV,2014-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8696,8857,White Knight Chronicles: Origins,PSP,2011-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,0.0016922519037833,General
8697,8858,Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015-01-01,Simulation,Marvelous Entertainment,0.04,0.0,0.1,0.01,0.15,0.0016922519037833,General
8698,8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005-01-01,Action,THQ,0.11,0.04,0.0,0.0,0.15,0.0016922519037833,Hardcore
8699,8860,History Civil War: Secret Missions,PS2,2008-01-01,Shooter,Activision,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,Hardcore
8700,8861,NHL 09,PS2,2008-01-01,Sports,Electronic Arts,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,General
8701,8862,Mirror's Edge Catalyst,XOne,2016-01-01,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15,0.0016922519037833,General
8702,8863,Derby Stallion 64,N64,2001-01-01,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8703,8864,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000-01-01,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,0.0016922519037833,General
8704,8865,Space Station Silicon Valley,N64,1997-01-01,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,Casual
8705,8866,Dark Rift,N64,1997-01-01,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,General
8706,8867,Tokyo Xanadu,PSV,2015-01-01,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8707,8868,All-Star Baseball 2003,GC,2002-01-01,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,General
8708,8869,Burger Island,Wii,2009-01-01,Action,Destineer,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,Hardcore
8709,8870,Petz: Dogz Talent Show,DS,2009-01-01,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8710,8871,T'ai Fu: Wrath of the Tiger,PS,1998-01-01,Action,Activision,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,Hardcore
8711,8872,Rocky,XB,2002-01-01,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8712,8873,Ford Racing 2,XB,2003-01-01,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,All Ages
8713,8874,Odin Sphere: Leifthrasir,PSV,2016-01-01,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15,0.0016922519037833,General
8714,8875,Sam & Max: Season One,Wii,2008-01-01,Adventure,JoWood Productions,0.13,0.01,0.0,0.01,0.15,0.0016922519037833,Casual
8715,8876,Virtua Tennis 4,Wii,2011-01-01,Sports,Sega,0.05,0.08,0.0,0.02,0.15,0.0016922519037833,General
8716,8877,Tetris Attack,SNES,1995-01-01,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Casual
8717,8878,Candace Kane's Candy Factory,Wii,2008-01-01,Action,Destineer,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,Hardcore
8718,8879,BloodRayne 2,XB,2004-01-01,Shooter,THQ,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,Hardcore
8719,8880,Hot Wheels: Beat That!,Wii,2007-01-01,Racing,Activision,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,All Ages
8720,8881,Soldier of Fortune: Payback,PS3,2007-01-01,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,0.0016922519037833,Hardcore
8721,8882,Jaws Unleashed,XB,2006-01-01,Action,THQ,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,Hardcore
8722,8883,Pro Yaky? Spirits 6,PS3,2009-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8723,8884,Star Trek: Voyager Elite Force,PS2,2001-01-01,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,Hardcore
8724,8885,X-Men: The Official Game,GC,2006-01-01,Action,Activision,0.12,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8725,8886,Brain Boost: Gamma Wave,DS,2005-01-01,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,Casual
8726,8887,Scarface: The World is Yours,Wii,2007-01-01,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.15,0.0016922519037833,Hardcore
8727,8888,Rock Band: Metal Track Pack,X360,2009-01-01,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8728,8889,Chessmaster II,PS,1998-01-01,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,General
8729,8890,All-Star Baseball 2003,GBA,2002-01-01,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,0.0016922519037833,General
8730,8891,Scooby-Doo! Mystery Mayhem,XB,2004-01-01,Action,THQ,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,Hardcore
8731,8892,Winning Post 4,PS,1999-01-01,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,0.0016922519037833,General
8732,8893,Major League Baseball 2K13,PS3,2013-01-01,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8733,8894,DreamWorks Super Star Kartz,Wii,2011-01-01,Racing,Activision,0.1,0.04,0.0,0.01,0.15,0.0016922519037833,All Ages
8734,8895,Pro Baseball Spirits 2015,PS3,2015-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8735,8896,187: Ride or Die,PS2,2005-01-01,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,All Ages
8736,8897,Curious George,GC,2006-01-01,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8737,8899,Armored Core: For Answer,X360,2008-01-01,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,0.0016922519037833,General
8738,8900,Geist,GC,2005-01-01,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,0.0016922519037833,Casual
8739,8902,Cardinal Syn,PS,1998-01-01,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,General
8740,8903,Charm Girls Club: Pajama Party,Wii,2009-01-01,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8741,8904,Street Fighter Alpha 3,GBA,2002-01-01,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,0.0016922519037833,General
8742,8905,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008-01-01,Role-Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,General
8743,8906,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997-01-01,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8744,8907,Ridge Racer DS,DS,2004-01-01,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,All Ages
8745,8908,Warriors Orochi 3,PS4,2014-01-01,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,0.0016922519037833,Hardcore
8746,8909,Nancy Drew: The White Wolf of Icicle Creek,Wii,2008-01-01,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,Casual
8747,8910,Super Street Fighter II,GEN,1993-01-01,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8748,8911,Metal Gear Solid: Peace Walker HD Edition,PS3,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8749,8912,Battle Stadium D.O.N,PS2,2006-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8750,8913,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,0.0016922519037833,General
8751,8914,Brain Boost: Beta Wave,DS,2005-01-01,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,Casual
8752,8915,Power Pro Kun Pocket 9,DS,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8753,8916,Rubik's World,Wii,2008-01-01,Puzzle,Game Factory,0.13,0.01,0.0,0.01,0.15,0.0016922519037833,Casual
8754,8917,Gallop & Ride!,Wii,2008-01-01,Sports,THQ,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8755,8918,Shenmue II,DC,2001-01-01,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Casual
8756,8919,Major League Baseball 2K8,PS2,2008-01-01,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,General
8757,8920,Capcom Classics Collection,XB,2005-01-01,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8758,8921,Fugitive Hunter: War on Terror,PS2,2003-01-01,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,Hardcore
8759,8922,The Incredible Hulk: Ultimate Destruction,GC,2005-01-01,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8760,8923,Prince of Persia: The Two Thrones,GC,2005-01-01,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8761,8924,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011-01-01,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Casual
8762,8925,Baseball Blast!,Wii,2009-01-01,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8763,8926,Pac-Man World 3,XB,2005-01-01,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,0.0016922519037833,General
8764,8927,The Walking Dead: Season Two,PSV,2014-01-01,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15,0.0016922519037833,Casual
8765,8928,Harvest Moon: Hero of Leaf Valley,PSP,2009-01-01,Simulation,Rising Star Games,0.07,0.02,0.05,0.02,0.15,0.0016922519037833,General
8766,8929,Phantasy Star Online Episode I & II,XB,2003-01-01,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8767,8930,F1 2012,PC,2012-01-01,Racing,Codemasters,0.01,0.11,0.0,0.03,0.15,0.0016922519037833,All Ages
8768,8932,Rayman Raving Rabbids,DS,2007-01-01,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15,0.0016922519037833,General
8769,8933,Kung-Fu: High Impact,X360,2011-01-01,Action,Black Bean Games,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,Hardcore
8770,8934,SNK Arcade Classics Vol. 1,PSP,2008-01-01,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,0.0016922519037833,General
8771,8935,Darkstalkers Chronicle: The Chaos Tower,PSP,2004-01-01,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,General
8772,8936,NHL 2K10,X360,2009-01-01,Sports,Take-Two Interactive,0.11,0.02,0.0,0.01,0.15,0.0016922519037833,General
8773,8937,Batman Begins,GC,2005-01-01,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8774,8938,Toy Story Racer,PS,2001-01-01,Racing,Activision,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,All Ages
8775,8939,Yakuza: Ishin,PS4,2014-01-01,Action,Sega,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8776,8940,F1 2011,PSV,2011-01-01,Racing,Codemasters,0.03,0.08,0.01,0.03,0.15,0.0016922519037833,All Ages
8777,8941,Disney's Donald Duck: Goin' Quackers,PS,2000-01-01,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,General
8778,8942,Mobile Suit Gundam: Perfect One Year War,PS,1997-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,0.0016922519037833,General
8779,8943,Galerians,PS,1999-01-01,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,Casual
8780,8944,Crash: Twinsanity,XB,2004-01-01,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8781,8945,DrumMania,PS2,2000-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8782,8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005-01-01,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,0.0016922519037833,Hardcore
8783,8947,Code:Realize - Sousei no Himegimi,PSV,2014-01-01,Adventure,Idea Factory,0.09,0.0,0.03,0.03,0.15,0.0016922519037833,Casual
8784,8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013-01-01,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,Hardcore
8785,8949,Deus Ex: Mankind Divided,XOne,2016-01-01,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,General
8786,8950,Arena Football,XB,2006-01-01,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8787,8951,Tamagotchi no Narikiri Channel,DS,2009-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8788,8952,Power Pro Kun Pocket 1+2,GBA,2004-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,0.0016922519037833,General
8789,8953,Rayman Origins,3DS,2012-01-01,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,0.0016922519037833,General
8790,8954,Thor: God of Thunder,X360,2011-01-01,Action,Sega,0.09,0.04,0.0,0.01,0.15,0.0016922519037833,Hardcore
8791,8955,Medal of Honor: Infiltrator,GBA,2003-01-01,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,0.0016922519037833,Hardcore
8792,8956,Risen 2: Dark Waters,X360,2012-01-01,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.15,0.0016922519037833,General
8793,8957,Blazing Dragons,PS,1996-01-01,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,Casual
8794,8958,Geometry Wars: Galaxies,DS,2007-01-01,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,Hardcore
8795,8959,Super Monkey Ball Deluxe,XB,2005-01-01,Misc,Sega,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8796,8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999-01-01,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,0.0016922519037833,General
8797,8961,Shin Chan: ¡Aventuras de Cine!,DS,2008-01-01,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8798,8962,Alien: Isolation,PC,2014-01-01,Shooter,Sega,0.0,0.13,0.0,0.01,0.15,0.0016922519037833,Hardcore
8799,8963,High Velocity Bowling,PS3,2010-01-01,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,General
8800,8964,Tamagotchi Collection,DS,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8801,8965,Pac-Man Party 3D,3DS,2011-01-01,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,0.0016922519037833,General
8802,8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010-01-01,Sports,Black Bean Games,0.12,0.02,0.0,0.01,0.15,0.0016922519037833,General
8803,8967,Backyard Sports: Sandlot Sluggers,DS,2010-01-01,Sports,Atari,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8804,8968,Turbo Prop Racing,PS,1997-01-01,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,All Ages
8805,8969,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005-01-01,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,0.0016922519037833,General
8806,8970,Tom Clancy's Ghost Recon,GC,2003-01-01,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,0.0016922519037833,Hardcore
8807,8971,Dance Dance Revolution (North America),PS,2001-01-01,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,0.0016922519037833,General
8808,8972,Bakugan Battle Brawlers: Defenders of the Core,X360,2010-01-01,Action,Activision,0.11,0.02,0.0,0.01,0.15,0.0016922519037833,Hardcore
8809,8973,Mad Dash Racing,XB,2001-01-01,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,All Ages
8810,8974,Dreamworks 2-in-1 Party Pack,DS,2010-01-01,Misc,Activision,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8811,8975,Summon Night 5,PSP,2013-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8812,8976,MotoGP 2: Ultimate Racing Technology,PS2,2001-01-01,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,All Ages
8813,8977,Black * Rock Shooter: The Game,PSP,2011-01-01,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8814,8978,Travel Games For Dummies,DS,2008-01-01,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,General
